filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0055.npz,random_IR_0055.npz,14.375,0.0007291,1,40,MultiResL1_STFT_V2,1.23e-05,0.00047967,True,42.65435231,19.39939643,23.137627,88500003866.66287,9036.00406391,0.00472049,2.42862683,986.92049357,0.79209961,0.91220706,212636794955.40863,11025.80092305,0.00336394,2.4286026,857.72406697,0.79211807,0.91217589
random_IR_0056.npz,random_IR_0056.npz,23.468,0.00063541,1,45,MultiResL1_STFT_V2,7.59e-06,0.0136576,True,90.43990854,14.49544144,2.63829178,151338474417.669,19652.98566975,0.00460184,3.73557798,238.60686689,0.54065657,0.71777258,127960441568.8106,14253.29065436,0.0042621,3.73564678,159.4228693,0.54072935,0.7177758
random_IR_0057.npz,random_IR_0057.npz,14.757,0.00106432,1,52,MultiResL1_STFT_V2,8.6e-06,0.00692969,True,68.79112467,10.19095235,0.39996115,67242955369.346634,14053.40103094,0.00489498,1.85019667,27.51377749,0.68494966,0.51800458,121371433816.20525,20458.87517103,0.00439615,1.85018379,33.3142935,0.68478638,0.51800097
random_IR_0058.npz,random_IR_0058.npz,8.591,0.00053712,1,45,MultiResL1_STFT_V2,1.491e-05,0.00018065,True,7.79414859,29.67038203,82.83931447,79312176938.95694,2434.82185053,0.00320112,1.63717528,645.66192593,0.93609721,0.73254743,211631134622.2992,4302.76068816,0.00260504,1.63717374,929.29212439,0.93604938,0.73253957
random_IR_0059.npz,random_IR_0059.npz,52.884,0.00125514,10,55,MultiResL1_STFT_V2,6.96e-06,3.77e-06,True,6.38462404,7.53475174,104.30808037,200173728806.33502,4583.02354847,0.0013931,2.04738287,665.96787705,0.71993531,0.54336966,69387727860.36472,3051.80231974,0.00193098,2.04743256,614.46856183,0.7201099,0.5433563
random_IR_0060.npz,random_IR_0060.npz,145.157,0.00033515,19,39,MultiResL1_STFT_V2,6.26e-06,0.00473714,True,26.70937108,4.4410577,27.45843279,211862751558.65704,14462.642952,0.00184678,1.83062127,733.39747067,0.5666272,0.81306608,68841542103.34111,4893.83834685,0.00188464,1.83062887,253.19866181,0.56658731,0.81305533
random_IR_0061.npz,random_IR_0061.npz,15.266,0.00071607,1,56,MultiResL1_STFT_V2,3.583e-05,0.00436126,True,10.47740958,65.60877367,15.00732123,114805426612.66714,2575.04766513,0.00406882,3.9253113,157.23785126,0.75026146,0.99481431,164730548877.07898,5493.54320968,0.00496138,3.92534302,409.06000483,0.75024962,0.99481079
random_IR_0062.npz,random_IR_0062.npz,58.852,0.00041513,19,54,MultiResL1_STFT_V2,1.134e-05,0.00442128,True,45.69428811,36.68288481,10.06896835,195038991336.35275,9955.80594788,0.00458971,1.2893793,460.09434096,0.63060278,0.8362814,168363199444.49942,6968.67005744,0.00413294,1.2893822,288.40561335,0.63057096,0.83627097
random_IR_0063.npz,random_IR_0063.npz,9.181,0.00058476,1,38,MultiResL1_STFT_V2,8.69e-06,0.00135527,True,30.45621251,14.45828238,26.28274645,77768754352.57921,7625.98421497,0.00399374,2.60022076,800.47291106,0.71332861,0.68665956,175105930059.76578,7826.56857449,0.00269636,2.6001947,554.69226178,0.71327987,0.68666732
random_IR_0064.npz,random_IR_0064.npz,50.493,0.00146074,7,35,MultiResL1_STFT_V2,3.537e-05,0.00915132,True,7.67091381,34.72478806,1.36069443,96814209380.30853,2443.13272539,0.00313979,3.50307825,10.43776971,0.90925666,0.99287759,120323463532.36218,6803.3874652,0.00469987,3.50310505,46.01685081,0.90933357,0.9928908
random_IR_0065.npz,random_IR_0065.npz,31.895,0.00039834,1,58,MultiResL1_STFT_V2,1.836e-05,0.06663276,True,31.80276733,9.4643668,3.02967208,104541384856.12009,9976.80144252,0.00318767,3.91000843,96.35195631,0.56187211,0.97596559,105161266281.63704,21079.81137619,0.00461979,3.91001794,296.5632995,0.56189402,0.97596678
random_IR_0066.npz,random_IR_0066.npz,11.598,0.00121453,1,54,MultiResL1_STFT_V2,7.86e-06,0.00570528,True,79.96422013,15.68426048,1.07446656,132201619278.66858,16857.91549979,0.00474342,1.77690227,85.91888078,0.64341419,0.69577947,201903192487.07745,16167.3310636,0.00375907,1.77691874,58.36577542,0.64349408,0.69573788
random_IR_0067.npz,random_IR_0067.npz,9.172,0.00062611,1,57,MultiResL1_STFT_V2,1.363e-05,0.00213958,True,34.36766325,34.02228313,10.51294012,131153263327.75003,7396.97886159,0.00464618,2.18546734,361.30518573,0.65912658,0.92118458,135741622249.22392,5660.8382621,0.00399515,2.18545893,237.81486447,0.65918952,0.92120267
random_IR_0068.npz,random_IR_0068.npz,31.056,0.00080715,4,50,MultiResL1_STFT_V2,2.942e-05,8.08e-05,True,45.46824973,11.20412672,21.90625968,208187385410.3858,15058.44463576,0.00301945,1.78944765,996.03928594,0.97071012,0.8778684,199695279035.7571,14349.1567176,0.00300956,1.7894513,942.58417386,0.97070275,0.87787478
random_IR_0069.npz,random_IR_0069.npz,15.373,0.00083889,1,49,MultiResL1_STFT_V2,7.88e-06,1.202e-05,True,52.34114635,15.0338439,18.7253779,71010294306.76393,10477.59815358,0.00499553,3.12878318,980.1077451,0.65334523,0.58462756,77843076062.18388,10924.24763419,0.00487186,3.12876767,994.40084564,0.65346908,0.58465381
random_IR_0070.npz,random_IR_0070.npz,74.481,0.00045766,8,31,MultiResL1_STFT_V2,2.728e-05,0.00100822,True,22.74943455,4.3814055,41.16309876,112901122069.73526,10583.3826829,0.00214954,2.31070826,936.43722102,0.98425621,0.77797863,203994040296.09613,9626.79151217,0.00152516,2.31071049,604.12176284,0.98421939,0.7779736
random_IR_0071.npz,random_IR_0071.npz,15.028,0.0001732,2,47,MultiResL1_STFT_V2,8.52e-06,0.00119245,True,25.17402986,15.1650518,26.41343664,219782364979.6536,9346.17630537,0.00269351,1.89699059,664.93264274,0.64309278,0.73315655,151467976333.87152,10076.58690171,0.00336892,1.89698835,896.76219061,0.64310986,0.73316763
random_IR_0072.npz,random_IR_0072.npz,56.772,0.00028149,3,30,MultiResL1_STFT_V2,8.45e-06,0.00070179,True,23.2082884,5.3033961,30.70819803,166148212957.96405,11447.00231607,0.00202746,2.26495303,712.68471616,0.76724229,0.87779546,124074334173.75436,8265.15952842,0.00199365,2.26496925,505.87132516,0.76723552,0.87779156
random_IR_0073.npz,random_IR_0073.npz,12.145,0.00040313,2,47,MultiResL1_STFT_V2,7.93e-06,6.668e-05,True,13.63754051,62.0152586,54.97369782,218954984301.6584,3879.04919245,0.00351569,2.0671864,749.70603076,0.728595,0.56125148,105807306211.29388,3345.37756434,0.00469664,2.06717165,862.31992365,0.7286064,0.56126767
random_IR_0074.npz,random_IR_0074.npz,7.765,0.00059663,1,31,MultiResL1_STFT_V2,8e-06,0.00244754,True,43.39453927,17.33712695,12.13498463,77794657058.7602,9089.99046123,0.00477388,2.11059265,526.59206731,0.61044973,0.67747857,175710845616.51886,14130.82725704,0.00396039,2.11058037,680.517676,0.61041261,0.67743208
random_IR_0075.npz,random_IR_0075.npz,22.932,0.00022711,2,50,MultiResL1_STFT_V2,8.73e-06,0.00650356,True,55.47125053,16.77296265,15.54056284,178631170631.13782,14281.60284635,0.00388411,3.06109622,862.05445487,0.85805083,0.51386353,71625994474.91534,7744.75343778,0.00451694,3.0611032,543.68261705,0.85806505,0.51386321
random_IR_0076.npz,random_IR_0076.npz,120.81,0.00044819,32,59,MultiResL1_STFT_V2,8.18e-06,7.622e-05,True,10.62186731,27.20308935,71.84381149,178645203762.59433,4038.38250206,0.00263023,2.18078364,763.11543298,0.52187126,0.67788402,129109175261.1474,4112.49744662,0.00312215,2.1807693,922.11224065,0.52191347,0.67787938
