step,epoch,final_spec_losses_weighted/1024_spectrogram_logmag_eps,final_spec_losses_weighted/128_spectrogram_logmag_eps,final_spec_losses_weighted/2048_spectrogram_logmag_eps,final_spec_losses_weighted/256_spectrogram_logmag_eps,final_spec_losses_weighted/512_spectrogram_logmag_eps,final_spec_losses_weighted/64_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
110,,,,,,,,14.070533752441406,,,,,,,,,,,,0.0,1.0,,0.0,6.133397102355957,15.030858039855957,15.120731353759766,,,,,,,
111,,,,,,,,10.683666229248047,,,,,,,,,,,,0.0,1.0,,0.0,6.251377105712891,15.032037734985352,15.120731353759766,,,,,,,
112,,,,,,,,13.90691089630127,,,,,,,,,,,,0.0,1.0,,0.0,5.37025260925293,15.023226737976074,15.120731353759766,,,,,,,
113,,,,,,,,12.663724899291992,,,,,,,,,,,,0.0,1.0,,0.0,5.96289587020874,15.029152870178223,15.120731353759766,,,,,,,
114,,,,,,,,10.040623664855957,,,,,,,,,,,,0.0,1.0,,0.0,6.173094749450684,15.031255722045898,15.120731353759766,,,,,,,
115,,,,,,,,13.392142295837402,,,,,,,,,,,,0.0,1.0,,0.0,6.644994258880615,15.035974502563477,15.120731353759766,,,,,,,
116,,,,,,,,11.236288070678711,,,,,,,,,,,,0.0,1.0,,0.0,7.009380340576172,15.039618492126465,15.120731353759766,,,,,,,
117,,,,,,,,15.438262939453125,,,,,,,,,,,,0.0,1.0,,0.0,5.959992408752441,15.02912425994873,15.120731353759766,,,,,,,
118,,,,,,,,11.008513450622559,,,,,,,,,,,,0.0,1.0,,0.0,6.812786102294922,15.037652015686035,15.120731353759766,,,,,,,
119,2.0,2.4705467224121094,2.0120015144348145,2.468284845352173,2.1464428901672363,2.2986412048339844,1.6927690505981445,13.038976669311523,0.5387413501739502,13.088685989379883,0.0,13.088685989379883,7.057890892028809,0.8245203495025635,10.138681411743164,15.490531921386719,0.9587942957878113,0.9379104375839233,0.4789625108242035,0.0,1.0,,0.0,6.974898338317871,15.039273262023926,15.120731353759766,7.023674964904785,,,,,,
120,,,,,,,,12.954052925109863,,,,,,,,,,,,0.0,1.0,,0.0,6.3598198890686035,15.033123016357422,15.120731353759766,,,,,,,
121,,,,,,,,12.500260353088379,,,,,,,,,,,,0.0,1.0,,0.0,6.997157573699951,15.039496421813965,15.120731353759766,,,,,,,
122,,,,,,,,13.401351928710938,,,,,,,,,,,,0.0,1.0,,0.0,7.088077545166016,15.0404052734375,15.120731353759766,,,,,,,
