filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0062.npz,random_IR_0062.npz,306.396,1.12e-06,42,51,L1_STFT,1.62e-06,0.0214955,True,66.04984573,36.68280138,10.01354732,219996498747.54855,13248.94983803,0.00498529,1.28938228,661.39325576,0.63057099,0.836271,168363199444.49942,6968.67005744,0.00413294,1.2893822,288.40561335,0.63057096,0.83627097
random_IR_0063.npz,random_IR_0063.npz,71.095,1.38e-06,1,51,L1_STFT,1.04e-06,0.00444055,True,38.0332025,14.45877078,26.2847782,189748922954.30286,11905.30168879,0.00319464,2.60019466,999.69429191,0.71328001,0.6866673,175105930059.76578,7826.56857449,0.00269636,2.6001947,554.69226178,0.71327987,0.68666732
random_IR_0064.npz,random_IR_0064.npz,84.999,4.82e-06,1,60,L1_STFT,6.26e-06,8.9e-07,True,32.2149283,34.72513308,1.43923727,151548583937.33398,7383.97005164,0.00436282,3.50310508,46.36492539,0.90933366,0.9928908,120323463532.36218,6803.3874652,0.00469987,3.50310505,46.01685081,0.90933357,0.9928908
random_IR_0065.npz,random_IR_0065.npz,96.172,1.52e-06,1,34,L1_STFT,2.27e-06,0.00103087,True,89.2272091,9.46415216,3.04527318,116849307450.90776,20596.59873347,0.00433213,3.91001803,271.72122708,0.56189398,0.97596674,105161266281.63704,21079.81137619,0.00461979,3.91001794,296.5632995,0.56189402,0.97596678
random_IR_0066.npz,random_IR_0066.npz,35.778,1.64e-06,1,38,L1_STFT,6.6e-07,0.00060032,True,66.99906287,15.68606055,0.96021868,118698608364.4516,14453.47330526,0.0046355,1.77691879,64.33375166,0.64349427,0.69573792,201903192487.07745,16167.3310636,0.00375907,1.77691874,58.36577542,0.64349408,0.69573788
random_IR_0067.npz,random_IR_0067.npz,47.168,1.25e-06,1,59,L1_STFT,1.21e-06,0.00043166,True,27.89440418,34.02096198,10.51553918,92166207675.4307,5722.27767634,0.0048747,2.18545894,293.32470011,0.65918946,0.92120266,135741622249.22392,5660.8382621,0.00399515,2.18545893,237.81486447,0.65918952,0.92120267
random_IR_0068.npz,random_IR_0068.npz,93.423,3.38e-06,2,37,L1_STFT,3.64e-06,0.00896312,True,19.13169705,11.20454604,21.82687052,219965434168.78983,8612.01704995,0.00222151,1.78945124,417.58507439,0.97070278,0.87787477,199695279035.7571,14349.1567176,0.00300956,1.7894513,942.58417386,0.97070275,0.87787478
random_IR_0069.npz,random_IR_0069.npz,62.532,1.09e-06,1,47,L1_STFT,9.7e-07,7.065e-05,True,51.08597376,15.0337015,18.6841406,91437261903.72525,11215.94935943,0.00455476,3.12876763,954.49751674,0.65346907,0.5846538,77843076062.18388,10924.24763419,0.00487186,3.12876767,994.40084564,0.65346908,0.58465381
random_IR_0070.npz,random_IR_0070.npz,188.585,3.27e-06,2,50,L1_STFT,3.36e-06,0.00136105,True,24.05531427,4.38139772,41.1460818,132142180112.09247,11576.2024252,0.002078,2.31071049,989.78192879,0.98421941,0.77797357,203994040296.09613,9626.79151217,0.00152516,2.31071049,604.12176284,0.98421939,0.7779736
random_IR_0071.npz,random_IR_0071.npz,37.931,9.7e-07,1,39,L1_STFT,1.12e-06,0.0002112,True,37.63945839,15.16479985,26.41632913,79870241564.39818,8720.89065641,0.00431601,1.89698838,994.29632092,0.64310987,0.73316764,151467976333.87152,10076.58690171,0.00336892,1.89698835,896.76219061,0.64310986,0.73316763
