filename,target_npz,runtime,best_loss,n_restarts_run,best_popsize,loss_name,gt_loss,nmse,gt_available,mu,D_mu,T0_mu,E,rho,h,Ly,T0,op_x,op_y,gt_E,gt_rho,gt_h,gt_Ly,gt_T0,gt_op_x,gt_op_y
random_IR_0069.npz,random_IR_0069.npz,34.773,0.00060712,1,55,L1_STFT,1.445e-05,4.275e-05,True,51.56030207,15.03461674,18.69284063,132274384434.25809,12763.03392888,0.00403982,3.12878772,963.80850931,0.65347396,0.58466294,77843076062.18388,10924.24763419,0.00487186,3.12876767,994.40084564,0.65346908,0.58465381
random_IR_0070.npz,random_IR_0070.npz,104.309,0.00067422,2,47,L1_STFT,4.507e-05,0.00141499,True,24.23921101,4.38141545,41.10630092,206632811803.66647,13504.84992102,0.00179485,2.31071053,996.38430181,0.98423128,0.77798366,203994040296.09613,9626.79151217,0.00152516,2.31071049,604.12176284,0.98421939,0.7779736
random_IR_0071.npz,random_IR_0071.npz,49.092,0.00031085,2,59,L1_STFT,1.548e-05,0.00014474,True,37.00377596,15.16440457,26.41321038,216467759099.1805,12021.79009556,0.00307806,1.89698919,977.3885193,0.643097,0.73318734,151467976333.87152,10076.58690171,0.00336892,1.89698835,896.76219061,0.64310986,0.73316763
random_IR_0072.npz,random_IR_0072.npz,99.126,0.00028533,6,31,L1_STFT,1.521e-05,0.00084624,True,23.86855154,5.30375032,30.69951357,167089642296.6361,11684.81986516,0.0020427,2.26497545,732.75292184,0.76719779,0.87778345,124074334173.75436,8265.15952842,0.00199365,2.26496925,505.87132516,0.76723552,0.87779156
random_IR_0073.npz,random_IR_0073.npz,15.827,0.00045387,1,60,L1_STFT,1.453e-05,9.451e-05,True,18.18180408,62.01424302,54.94482713,120310764347.4123,3848.67720784,0.00472417,2.06718137,998.99608196,0.72867524,0.56125314,105807306211.29388,3345.37756434,0.00469664,2.06717165,862.31992365,0.7286064,0.56126767
random_IR_0074.npz,random_IR_0074.npz,74.207,0.00067857,8,54,L1_STFT,1.431e-05,0.0104796,True,81.9717934,17.33539906,12.18823772,160718574001.69775,17691.69835625,0.00463335,2.11055139,999.09170416,0.61039793,0.67742123,175710845616.51886,14130.82725704,0.00396039,2.11058037,680.517676,0.61041261,0.67743208
random_IR_0075.npz,random_IR_0075.npz,28.023,0.00105008,1,47,L1_STFT,1.54e-05,0.00048094,True,40.55412703,16.77262423,15.62632427,71124011876.97746,8526.63371119,0.00475617,3.06112151,633.71193934,0.85794573,0.51388929,71625994474.91534,7744.75343778,0.00451694,3.0611032,543.68261705,0.85806505,0.51386321
random_IR_0076.npz,random_IR_0076.npz,2526.407,0.16465941,400,34,L1_STFT,1.367e-05,0.00639976,True,28.88570091,32.0105256,25.07006517,180584111496.12732,7479.3985608,0.00386204,2.27137447,724.16640418,0.52326311,0.67675874,129109175261.1474,4112.49744662,0.00312215,2.1807693,922.11224065,0.52191347,0.67787938
random_IR_0077.npz,random_IR_0077.npz,166.104,0.00029455,9,40,L1_STFT,1.962e-05,0.01821039,True,44.03039739,13.42478627,21.54161939,213502012438.36957,13994.2327763,0.00314632,2.90446504,948.48606232,0.85067063,0.83926287,155302457335.1123,4605.22078655,0.00211627,2.90447007,209.75785216,0.8506823,0.839259
random_IR_0078.npz,random_IR_0078.npz,200.363,0.00056144,10,30,L1_STFT,4.775e-05,0.0003837,True,18.84231809,1.04000908,46.68646687,219884295968.47308,18825.98642178,0.00100087,3.8516989,879.68125948,0.98177494,0.51826694,157077160325.4541,13717.37405744,0.00101081,3.85169696,647.20018193,0.98175746,0.51826712
