step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
111,,,3.1885974407196045,,,,,,,,,,,,0.0,1.0,,0.0,4.332710266113281,5.214061737060547,5.222963809967041,,,,,,,
112,,,3.8488950729370117,,,,,,,,,,,,0.0,1.0,,0.0,4.153423309326172,5.212268829345703,5.222963809967041,,,,,,,
113,,,3.8948495388031006,,,,,,,,,,,,0.0,1.0,,0.0,4.154711723327637,5.212281703948975,5.222963809967041,,,,,,,
114,,,3.471768856048584,,,,,,,,,,,,0.0,1.0,,0.0,4.0318708419799805,5.211052894592285,5.222963809967041,,,,,,,
115,,,3.7127130031585693,,,,,,,,,,,,0.0,1.0,,0.0,4.125964164733887,5.211994171142578,5.222963809967041,,,,,,,
116,,,3.80745267868042,,,,,,,,,,,,0.0,1.0,,0.0,4.167745590209961,5.212411880493164,5.222963809967041,,,,,,,
117,,,4.341639041900635,,,,,,,,,,,,0.0,1.0,,0.0,3.9920654296875,5.210655212402344,5.222963809967041,,,,,,,
118,,,3.3235294818878174,,,,,,,,,,,,0.0,1.0,,0.0,4.090594291687012,5.211640357971191,5.222963809967041,,,,,,,
119,2.0,4.3758158683776855,3.525259494781494,0.9496346116065979,4.3758158683776855,0.0,4.3758158683776855,10.357827186584473,1.1532080173492432,24.711196899414062,30.045406341552734,0.0012716437922790647,-0.024471662938594818,2.4198930263519287,0.0,1.0,,0.0,4.51905632019043,5.2159247398376465,5.222963809967041,4.325950622558594,,,,,,
120,,,3.4412105083465576,,,,,,,,,,,,0.0,1.0,,0.0,4.1486897468566895,5.212221145629883,5.222963809967041,,,,,,,
